season,team_id,group_id,group_name,min,net_rating,off_rating,def_rating,pace,minutes_bucket,net_rating_bucket,pace_bucket
2023-24,1610612751,-203915-1626220-1627732-1628969-1630592-,S. Dinwiddie - R. O'Neale - B. Simmons - M. Bridges - J. Wilson,4.1,90.0,170.0,80.0,117.07,very_low,elite,very_fast
2023-24,1610612765,-202692-1630587-1630595-1631093-1631105-,A. Burks - I. Livers - C. Cunningham - J. Ivey - J. Duren,4.1,-9.0,107.7,116.7,146.46,very_low,poor,very_fast
2023-24,1610612740,-203468-1627742-1629627-1630530-1630700-,C. McCollum - B. Ingram - Z. Williamson - T. Murphy III - D. Daniels,4.1,0.0,110.0,110.0,117.22,very_low,average,very_fast
2023-24,1610612761,-1628971-1629007-1629670-1630186-1630193-,B. Brown - J. Porter - J. Nwora - J. Ramsey - I. Quickley,4.1,60.0,120.0,60.0,117.26,very_low,elite,very_fast
2023-24,1610612739,-1627747-1628386-1629622-1630171-1630596-,C. LeVert - J. Allen - M. Strus - I. Okoro - E. Mobley,4.1,-57.4,90.0,147.4,170.03,very_low,poor,very_fast
2023-24,1610612760,-202722-1628983-1630198-1631096-1631114-,D. Bertans - S. Gilgeous-Alexander - I. Joe - C. Holmgren - J. Williams,4.1,-11.1,100.0,111.1,117.46,very_low,poor,very_fast
2023-24,1610612754,-1629614-1630167-1630543-1631097-1641767-,A. Nembhard - O. Toppin - I. Jackson - B. Mathurin - B. Sheppard,4.1,133.3,188.9,55.6,105.75,very_low,,very_fast
2023-24,1610612763,-1629669-1630214-1630217-1630583-1631223-,J. Nowell - X. Tillman - D. Bane - S. Aldama - D. Roddy,4.1,-70.0,100.0,170.0,111.63,very_low,poor,very_fast
2023-24,1610612755,-1626166-1627741-1628964-1630178-1630231-,C. Payne - B. Hield - M. Bamba - T. Maxey - K. Martin,4.1,37.5,137.5,100.0,99.92,very_low,elite,average
2023-24,1610612741,-201942-202696-1627936-1629632-1641931-,D. DeRozan - N. Vucevic - A. Caruso - C. White - O. Bitim,4.1,-91.8,90.0,181.8,123.43,very_low,poor,very_fast
2023-24,1610612765,-203095-1630164-1630191-1630595-1631323-,E. Fournier - J. Wiseman - I. Stewart - C. Cunningham - S. Fontecchio,4.1,25.0,100.0,75.0,94.04,very_low,elite,slow
2023-24,1610612760,-1630198-1630598-1631114-1631119-1641717-,I. Joe - A. Wiggins - J. Williams - J. Williams - C. Wallace,4.1,-35.0,90.0,125.0,105.8,very_low,poor,very_fast
2023-24,1610612762,-203903-1630534-1631117-1631323-1641718-,J. Clarkson - O. Agbaji - W. Kessler - S. Fontecchio - K. George,4.1,14.5,154.5,140.0,123.43,very_low,good,very_fast
2023-24,1610612748,-1626196-1628418-1629130-1629312-1631170-,J. Richardson - T. Bryant - D. Robinson - H. Highsmith - J. Jaquez Jr.,4.1,-105.4,37.5,142.9,88.16,very_low,,slow
2023-24,1610612742,-202681-203501-1628467-1630182-1630702-,K. Irving - T. Hardaway Jr. - M. Kleber - J. Green - J. Hardy,4.1,-50.0,60.0,110.0,117.55,very_low,poor,very_fast
2023-24,1610612759,-1629640-1630200-1630577-1631104-1641705-,K. Johnson - T. Jones - J. Champagnie - B. Wesley - V. Wembanyama,4.1,-112.5,25.0,137.5,94.04,very_low,,slow
2023-24,1610612761,-203490-1628449-1629018-1630201-1630567-,O. Porter Jr. - C. Boucher - G. Trent Jr. - M. Flynn - S. Barnes,4.1,50.0,110.0,60.0,117.55,very_low,elite,very_fast
2023-24,1610612750,-203497-203937-1628420-1629638-1630183-,R. Gobert - K. Anderson - M. Morris - N. Alexander-Walker - J. McDaniels,4.1,-87.5,62.5,150.0,94.04,very_low,poor,slow
2023-24,1610612751,-203915-1626220-1629022-1629651-1629661-,S. Dinwiddie - R. O'Neale - L. Walker IV - N. Claxton - C. Johnson,4.1,-50.0,187.5,237.5,94.04,very_low,poor,slow
2023-24,1610612754,-204456-1626167-1627783-1630167-1641767-,T. McConnell - M. Turner - P. Siakam - O. Toppin - B. Sheppard,4.1,-44.4,100.0,144.4,105.8,very_low,poor,very_fast
2023-24,1610612765,-202692-1630595-1631093-1631105-1641709-,A. Burks - C. Cunningham - J. Ivey - J. Duren - A. Thompson,4.1,4.4,60.0,55.6,111.81,very_low,average,very_fast
2023-24,1610612757,-1629014-1629680-1630703-1631101-1641739-,A. Simons - M. Thybulle - S. Henderson - S. Sharpe - T. Camara,4.1,-21.1,88.9,110.0,111.86,very_low,poor,very_fast
2023-24,1610612756,-201569-203078-203994-1626164-1630692-,E. Gordon - B. Beal - J. Nurkic - D. Booker - J. Goodwin,4.1,-63.6,100.0,163.6,135.4,very_low,poor,very_fast
2023-24,1610612738,-1629052-1630202-1630214-1630531-1641809-,O. Brissett - P. Pritchard - X. Tillman - J. Springer - D. Peterson,4.1,4.2,137.5,133.3,100.08,very_low,average,fast
2023-24,1610612751,-1626220-1627827-1628969-1629022-1630560-,R. O'Neale - D. Finney-Smith - M. Bridges - L. Walker IV - C. Thomas,4.1,12.9,142.9,130.0,141.47,very_low,good,very_fast
2023-24,1610612757,-1629014-1629680-1630204-1631133-1631200-,A. Simons - M. Thybulle - A. Hagans - J. Walker - K. Murray,4.1,61.9,133.3,71.4,94.43,very_low,elite,slow
2023-24,1610612757,-1629014-1629680-1630204-1631200-1641871-,A. Simons - M. Thybulle - A. Hagans - K. Murray - D. Reath,4.1,-3.6,71.4,75.0,88.52,very_low,average,slow
2023-24,1610612754,-1628971-1630167-1630169-1630188-1631097-,B. Brown - O. Toppin - T. Haliburton - J. Smith - B. Mathurin,4.1,-30.0,100.0,130.0,123.93,very_low,poor,very_fast
2023-24,1610612747,-1630658-1631108-1641721-1641788-1641793-,C. Castleton - M. Christie - M. Lewis - A. Fudge - D. Hodge,4.1,-59.5,57.1,116.7,76.72,very_low,poor,slow
2023-24,1610612740,-203468-1629627-1630526-1630529-1630700-,C. McCollum - Z. Williamson - J. Robinson-Earl - H. Jones - D. Daniels,4.1,-35.7,114.3,150.0,88.52,very_low,poor,slow
2023-24,1610612759,-1626224-1630170-1631103-1631104-1641705-,C. Osman - D. Vassell - M. Branham - B. Wesley - V. Wembanyama,4.1,25.0,175.0,150.0,94.43,very_low,elite,slow
2023-24,1610612762,-1629012-1629659-1630534-1631117-1641707-,C. Sexton - T. Horton-Tucker - O. Agbaji - W. Kessler - T. Hendricks,4.1,-20.8,66.7,87.5,100.33,very_low,poor,fast
2023-24,1610612763,-201565-1629669-1630214-1630583-1631246-,D. Rose - J. Nowell - X. Tillman - S. Aldama - V. Williams Jr.,4.1,100.0,171.4,71.4,82.62,very_low,elite,slow
2023-24,1610612746,-1628464-1629599-1629611-1629875-1641738-,D. Theis - A. Coffey - T. Mann - X. Moon - K. Brown,4.1,88.9,133.3,44.4,106.23,very_low,elite,very_fast
2023-24,1610612738,-1627759-1628369-1629674-1630202-1630573-,J. Brown - J. Tatum - N. Queta - P. Pritchard - S. Hauser,4.1,22.2,133.3,111.1,106.23,very_low,elite,very_fast
2023-24,1610612762,-1628381-1629659-1629677-1641718-1641729-,J. Collins - T. Horton-Tucker - L. Samanic - K. George - B. Sensabaugh,4.1,-69.6,87.5,157.1,88.52,very_low,poor,slow
2023-24,1610612745,-201145-1628988-1630224-1630578-1631106-,J. Green - A. Holiday - J. Green - A. Sengun - T. Eason,4.1,38.2,120.0,81.8,123.93,very_low,elite,very_fast
2023-24,1610612745,-201145-1627832-1628988-1630578-1631106-,J. Green - F. VanVleet - A. Holiday - A. Sengun - T. Eason,4.1,66.7,122.2,55.6,106.23,very_low,elite,very_fast
2023-24,1610612758,-201580-1628426-1630537-1630556-1641732-,J. McGee - A. Vezenkov - C. Duarte - K. Edwards - C. Jones,4.1,63.6,100.0,36.4,129.84,very_low,elite,very_fast
2023-24,1610612764,-1628398-1629013-1629655-1629673-1630166-,K. Kuzma - L. Shamet - D. Gafford - J. Poole - D. Avdija,4.1,6.9,144.4,137.5,100.33,very_low,good,fast
2023-24,1610612763,-1628379-1631223-1631367-1641713-1641998-,L. Kennard - D. Roddy - J. Gilyard - G. Jackson - T. Jemison,4.1,-130.0,40.0,170.0,118.03,very_low,,very_fast
2023-24,1610612746,-1626181-1628464-1629599-1630527-1630538-,N. Powell - D. Theis - A. Coffey - B. Boston Jr. - B. Hyland,4.1,20.8,133.3,112.5,100.33,very_low,elite,fast
2023-24,1610612741,-202696-1628975-1629632-1630245-1641931-,N. Vucevic - J. Carter - C. White - A. Dosunmu - O. Bitim,4.1,-20.8,66.7,87.5,100.33,very_low,poor,fast
2023-24,1610612746,-201566-202331-202695-1628464-1641738-,R. Westbrook - P. George - K. Leonard - D. Theis - K. Brown,4.1,-50.0,100.0,150.0,88.52,very_low,poor,slow
2023-24,1610612755,-202699-1626162-1626166-1630231-1630288-,T. Harris - K. Oubre Jr. - C. Payne - K. Martin - J. Dowtin Jr.,4.1,55.6,155.6,100.0,106.23,very_low,elite,very_fast
2023-24,1610612754,-204456-1630167-1630169-1630174-1630543-,T. McConnell - O. Toppin - T. Haliburton - A. Nesmith - I. Jackson,4.1,100.0,175.0,75.0,94.43,very_low,elite,slow
2023-24,1610612763,-202687-1628991-1629723-1631223-1631367-,B. Biyombo - J. Jackson Jr. - J. Konchar - D. Roddy - J. Gilyard,4.1,-12.5,112.5,125.0,94.58,very_low,poor,slow
2023-24,1610612749,-201572-203109-203114-203507-1626166-,B. Lopez - J. Crowder - K. Middleton - G. Antetokounmpo - C. Payne,4.1,-87.5,50.0,137.5,94.58,very_low,poor,slow
2023-24,1610612763,-1628379-1629723-1630205-1630583-1631246-,L. Kennard - J. Konchar - L. Stevens - S. Aldama - V. Williams Jr.,4.1,-7.8,122.2,130.0,112.36,very_low,poor,very_fast
2023-24,1610612748,-200768-201567-202710-1626196-1629130-,K. Lowry - K. Love - J. Butler - J. Richardson - D. Robinson,4.1,-60.0,90.0,150.0,118.32,very_low,poor,very_fast
2023-24,1610612753,-1628365-1629021-1629643-1630175-1641710-,M. Fultz - M. Wagner - C. Okeke - C. Anthony - A. Black,4.1,-52.5,36.4,88.9,118.37,very_low,poor,very_fast
2023-24,1610612755,-1626166-1627741-1630194-1630231-1630288-,C. Payne - B. Hield - P. Reed - K. Martin - J. Dowtin Jr.,4.1,-58.9,28.6,87.5,88.89,very_low,poor,slow
2023-24,1610612765,-201568-202711-1630595-1631093-1641709-,D. Gallinari - B. Bogdanovic - C. Cunningham - J. Ivey - A. Thompson,4.1,-100.0,87.5,187.5,94.81,very_low,,slow
2023-24,1610612765,-203095-1629669-1630164-1630201-1631197-,E. Fournier - J. Nowell - J. Wiseman - M. Flynn - J. Rhoden,4.1,-55.6,100.0,155.6,106.67,very_low,poor,very_fast
2023-24,1610612761,-202066-1628971-1629667-1629670-1642013-,G. Temple - B. Brown - J. McDaniels - J. Nwora - M. Williams,4.1,-67.8,22.2,90.0,112.59,very_low,poor,very_fast
2023-24,1610612761,-1629018-1629628-1630193-1630534-1630567-,G. Trent Jr. - R. Barrett - I. Quickley - O. Agbaji - S. Barnes,4.1,62.5,150.0,87.5,94.81,very_low,elite,slow
2023-24,1610612758,-203084-1627734-1628368-1628989-1630556-,H. Barnes - D. Sabonis - D. Fox - K. Huerter - K. Edwards,4.1,-93.1,44.4,137.5,100.74,very_low,poor,fast
2023-24,1610612766,-202397-1628970-1629023-1630550-1641778-,I. Smith - M. Bridges - P. Washington - J. Thor - L. Black,4.1,-62.5,62.5,125.0,94.81,very_low,poor,slow
2023-24,1610612743,-203200-1629618-1630296-1630643-1631124-,J. Holiday - J. Pickett - B. Key - J. Huff - J. Strawther,4.1,-53.6,71.4,125.0,88.89,very_low,poor,slow
2023-24,1610612752,-203944-1628392-1628973-1628978-1630540-,J. Randle - I. Hartenstein - J. Brunson - D. DiVincenzo - M. McBride,4.1,38.9,150.0,111.1,100.74,very_low,elite,fast
2023-24,1610612765,-1630164-1630165-1630587-1631204-1641709-,J. Wiseman - K. Hayes - I. Livers - M. Sasser - A. Thompson,4.1,55.6,100.0,44.4,100.74,very_low,elite,fast
2023-24,1610612765,-1630165-1630191-1630587-1631204-1641709-,K. Hayes - I. Stewart - I. Livers - M. Sasser - A. Thompson,4.1,-55.6,44.4,100.0,112.59,very_low,poor,very_fast
2023-24,1610612748,-201567-202710-1626196-1629639-1631170-,K. Love - J. Butler - J. Richardson - T. Herro - J. Jaquez Jr.,4.1,-33.3,116.7,150.0,82.96,very_low,poor,slow
2023-24,1610612763,-1628379-1629139-1630205-1631246-1641998-,L. Kennard - Y. Watanabe - L. Stevens - V. Williams Jr. - T. Jemison,4.1,125.0,162.5,37.5,94.81,very_low,,slow
2023-24,1610612766,-1628970-1630197-1630208-1630544-1641706-,M. Bridges - A. Pokusevski - N. Richards - T. Mann - B. Miller,4.1,-88.9,77.8,166.7,106.67,very_low,poor,very_fast
2023-24,1610612742,-202693-203501-1627884-1629029-1641726-,M. Morris - T. Hardaway Jr. - D. Jones Jr. - L. Doncic - D. Lively II,4.1,-50.0,100.0,150.0,112.59,very_low,poor,very_fast
2023-24,1610612764,-203488-1626145-1629013-1630557-1641731-,M. Muscala - T. Jones - L. Shamet - C. Kispert - B. Coulibaly,4.1,-82.1,42.9,125.0,88.89,very_low,poor,slow
2023-24,1610612742,-203552-203939-203957-1630702-1641765-,S. Curry - D. Powell - D. Exum - J. Hardy - O. Prosper,4.1,-23.3,110.0,133.3,112.59,very_low,poor,very_fast
2023-24,1610612760,-203995-1630581-1630598-1631119-1641717-,V. Micic - J. Giddey - A. Wiggins - J. Williams - C. Wallace,4.1,101.6,157.1,55.6,94.81,very_low,,slow
2023-24,1610612752,-203944-1628404-1628978-1629011-1630193-,J. Randle - J. Hart - D. DiVincenzo - M. Robinson - I. Quickley,4.0,12.7,140.0,127.3,124.5,very_low,good,very_fast
2023-24,1610612750,-201144-203497-1626157-1629675-1630162-,M. Conley - R. Gobert - K. Towns - N. Reid - A. Edwards,4.0,81.9,137.5,55.6,100.78,very_low,elite,fast
2023-24,1610612743,-202704-203932-1630192-1631124-1631128-,R. Jackson - A. Gordon - Z. Nnaji - J. Strawther - C. Braun,4.0,-91.7,75.0,166.7,100.78,very_low,poor,fast
2023-24,1610612739,-1627747-1627777-1628378-1629622-1630241-,C. LeVert - G. Niang - D. Mitchell - M. Strus - S. Merrill,4.0,89.0,142.9,53.8,160.13,very_low,elite,very_fast
2023-24,1610612743,-201599-202704-203200-203932-1629008-,D. Jordan - R. Jackson - J. Holiday - A. Gordon - M. Porter Jr.,4.0,-46.4,125.0,171.4,89.22,very_low,poor,slow
2023-24,1610612762,-1628374-1629659-1630209-1641718-1641729-,L. Markkanen - T. Horton-Tucker - O. Yurtseven - K. George - B. Sensabaugh,4.0,0.0,100.0,100.0,118.96,very_low,average,very_fast
2023-24,1610612765,-202692-1628963-1630165-1630649-1641709-,A. Burks - M. Bagley III - K. Hayes - S. Umude - A. Thompson,4.0,-22.2,100.0,122.2,107.11,very_low,poor,very_fast
2023-24,1610612752,-202711-1628384-1628392-1628973-1630173-,B. Bogdanovic - O. Anunoby - I. Hartenstein - J. Brunson - P. Achiuwa,4.0,158.9,171.4,12.5,89.26,very_low,,slow
2023-24,1610612759,-1626224-1629640-1629646-1631103-1631110-,C. Osman - K. Johnson - C. Bassey - M. Branham - J. Sochan,4.0,-21.8,60.0,81.8,124.96,very_low,poor,very_fast
2023-24,1610612749,-203081-203507-1626166-1626171-1630699-,D. Lillard - G. Antetokounmpo - C. Payne - B. Portis - M. Beauchamp,4.0,-66.7,133.3,200.0,101.16,very_low,poor,fast
2023-24,1610612759,-203926-1626224-1630170-1630200-1630572-,D. McDermott - C. Osman - D. Vassell - T. Jones - S. Mamukelashvili,4.0,-40.0,70.0,110.0,119.01,very_low,poor,very_fast
2023-24,1610612751,-1628372-1628969-1630570-1630592-1641730-,D. Smith Jr. - M. Bridges - T. Watford - J. Wilson - N. Clowney,4.0,-17.3,72.7,90.0,124.96,very_low,poor,very_fast
2023-24,1610612756,-201569-203994-1629006-1629139-1630692-,E. Gordon - J. Nurkic - J. Okogie - Y. Watanabe - J. Goodwin,4.0,91.7,166.7,75.0,101.16,very_low,elite,fast
2023-24,1610612752,-1628392-1628404-1628978-1630540-1631210-,I. Hartenstein - J. Hart - D. DiVincenzo - M. McBride - J. Toppin,4.0,-25.0,100.0,125.0,101.16,very_low,poor,fast
2023-24,1610612745,-201145-1627832-1628415-1628988-1629111-,J. Green - F. VanVleet - D. Brooks - A. Holiday - J. Landale,4.0,57.5,187.5,130.0,107.11,very_low,elite,very_fast
2023-24,1610612753,-204060-1629048-1630175-1631094-1631216-,J. Ingles - G. Bitadze - C. Anthony - P. Banchero - C. Houstan,4.0,26.8,114.3,87.5,89.26,very_low,elite,slow
2023-24,1610612753,-204060-1628365-1628371-1629021-1630532-,J. Ingles - M. Fultz - J. Isaac - M. Wagner - F. Wagner,4.0,50.0,137.5,87.5,95.21,very_low,elite,average
2023-24,1610612750,-203937-1626157-1629003-1629638-1630162-,K. Anderson - K. Towns - S. Milton - N. Alexander-Walker - A. Edwards,4.0,-33.3,77.8,111.1,107.11,very_low,poor,very_fast
2023-24,1610612756,-201142-203078-1628966-1629234-1630240-,K. Durant - B. Beal - K. Bates-Diop - D. Eubanks - S. Lee,4.0,37.5,137.5,100.0,101.16,very_low,elite,fast
2023-24,1610612755,-201976-202699-1627788-1630194-1630531-,P. Beverley - T. Harris - F. Korkmaz - P. Reed - J. Springer,4.0,35.7,85.7,50.0,89.26,very_low,elite,slow
2023-24,1610612751,-1626220-1629022-1629661-1630549-1630570-,R. O'Neale - L. Walker IV - C. Johnson - D. Sharpe - T. Watford,4.0,-25.0,100.0,125.0,101.16,very_low,poor,fast
2023-24,1610612762,-1627739-1628381-1629012-1630548-1641707-,K. Dunn - J. Collins - C. Sexton - J. Juzang - T. Hendricks,4.0,28.6,171.4,142.9,83.34,very_low,elite,slow
2023-24,1610612739,-1627747-1628386-1629731-1630171-1630241-,C. LeVert - J. Allen - D. Wade - I. Okoro - S. Merrill,4.0,0.0,77.8,77.8,107.33,very_low,average,very_fast
2023-24,1610612766,-202330-1628970-1629023-1630208-1641733-,G. Hayward - M. Bridges - P. Washington - N. Richards - N. Smith Jr.,4.0,-12.5,87.5,100.0,89.52,very_low,poor,slow
2023-24,1610612759,-1628984-1629640-1630577-1631104-1631230-,D. Graham - K. Johnson - J. Champagnie - B. Wesley - D. Barlow,4.0,40.0,140.0,100.0,125.37,very_low,elite,very_fast
2023-24,1610612745,-1627832-1628415-1631095-1641708-1641715-,F. VanVleet - D. Brooks - J. Smith Jr. - A. Thompson - C. Whitmore,4.0,20.8,87.5,66.7,101.53,very_low,elite,fast
2023-24,1610612751,-1628969-1629022-1629651-1630570-1641730-,M. Bridges - L. Walker IV - N. Claxton - T. Watford - N. Clowney,4.0,-25.0,100.0,125.0,95.56,very_low,poor,average
2023-24,1610612756,-203078-1628960-1628966-1629006-1629234-,B. Beal - G. Allen - K. Bates-Diop - J. Okogie - D. Eubanks,4.0,-16.1,71.4,87.5,89.63,very_low,poor,slow
2023-24,1610612761,-1628449-1629667-1629670-1630193-1631241-,C. Boucher - J. McDaniels - J. Nwora - I. Quickley - J. Freeman-Liberty,4.0,-94.6,142.9,237.5,89.63,very_low,poor,slow
2023-24,1610612747,-1630658-1641720-1641721-1641788-1641793-,C. Castleton - J. Hood-Schifino - M. Lewis - A. Fudge - D. Hodge,4.0,-80.4,62.5,142.9,89.63,very_low,poor,slow
2023-24,1610612740,-203468-1627742-1630526-1630529-1630530-,C. McCollum - B. Ingram - J. Robinson-Earl - H. Jones - T. Murphy III,4.0,100.0,133.3,33.3,107.55,very_low,elite,very_fast
2023-24,1610612763,-201565-1628991-1630533-1631223-1631246-,D. Rose - J. Jackson Jr. - Z. Williams - D. Roddy - V. Williams Jr.,4.0,-22.2,122.2,144.4,107.55,very_low,poor,very_fast
2023-24,1610612761,-203471-1629007-1629018-1630193-1630567-,D. Schroder - J. Porter - G. Trent Jr. - I. Quickley - S. Barnes,4.0,30.0,170.0,140.0,119.5,very_low,elite,very_fast
2023-24,1610612738,-1628401-1628436-1629004-1630202-1630214-,D. White - L. Kornet - S. Mykhailiuk - P. Pritchard - X. Tillman,4.0,-1.4,87.5,88.9,101.58,very_low,average,fast
2023-24,1610612752,-203095-1628384-1629656-1630173-1630540-,E. Fournier - O. Anunoby - Q. Grimes - P. Achiuwa - M. McBride,4.0,-9.7,77.8,87.5,101.58,very_low,poor,fast
2023-24,1610612764,-1630215-1630647-1631098-1631116-1641731-,J. Butler - E. Omoruyi - J. Davis - P. Baldwin Jr. - B. Coulibaly,4.0,-55.6,77.8,133.3,107.55,very_low,poor,very_fast
2023-24,1610612749,-203109-203114-1626171-1626192-1630699-,J. Crowder - K. Middleton - B. Portis - P. Connaughton - M. Beauchamp,4.0,-137.5,37.5,175.0,95.6,very_low,,average
2023-24,1610612745,-201145-203493-1628415-1631095-1641708-,J. Green - R. Bullock Jr. - D. Brooks - J. Smith Jr. - A. Thompson,4.0,69.8,155.6,85.7,95.6,very_low,elite,average
2023-24,1610612743,-203200-203484-203999-1627750-1631212-,J. Holiday - K. Caldwell-Pope - N. Jokic - J. Murray - P. Watson,4.0,10.0,120.0,110.0,119.5,very_low,good,very_fast
2023-24,1610612761,-1627751-1628384-1629018-1630201-1630567-,J. Poeltl - O. Anunoby - G. Trent Jr. - M. Flynn - S. Barnes,4.0,20.0,100.0,80.0,119.5,very_low,elite,very_fast
2023-24,1610612756,-201142-203994-1626164-1629642-1630692-,K. Durant - J. Nurkic - D. Booker - N. Little - J. Goodwin,4.0,-55.6,100.0,155.6,101.58,very_low,poor,fast
2023-24,1610612763,-1628379-1631223-1631246-1631254-1631367-,L. Kennard - D. Roddy - V. Williams Jr. - K. Lofton Jr. - J. Gilyard,4.0,129.2,162.5,33.3,101.58,very_low,,fast
2023-24,1610612763,-1628379-1628991-1630205-1630590-1641713-,L. Kennard - J. Jackson Jr. - L. Stevens - S. Pippen Jr. - G. Jackson,4.0,55.4,142.9,87.5,89.63,very_low,elite,slow
2023-24,1610612757,-1629650-1630625-1630703-1631200-1631303-,M. Brown - D. Banton - S. Henderson - K. Murray - J. Minaya,4.0,44.4,144.4,100.0,107.55,very_low,elite,very_fast
2023-24,1610612750,-201144-203497-1626157-1628972-1629003-,M. Conley - R. Gobert - K. Towns - T. Brown Jr. - S. Milton,4.0,-96.7,33.3,130.0,113.53,very_low,poor,very_fast
2023-24,1610612755,-201587-201976-203954-1626162-1629001-,N. Batum - P. Beverley - J. Embiid - K. Oubre Jr. - D. Melton,4.0,57.1,128.6,71.4,83.65,very_low,elite,slow
2023-24,1610612741,-202696-1627936-1629632-1629750-1630245-,N. Vucevic - A. Caruso - C. White - J. Green - A. Dosunmu,4.0,37.5,137.5,100.0,89.63,very_low,elite,slow
2023-24,1610612746,-201566-202331-1627826-1629599-1630527-,R. Westbrook - P. George - I. Zubac - A. Coffey - B. Boston Jr.,4.0,-25.0,100.0,125.0,89.63,very_low,poor,slow
2023-24,1610612751,-203915-1626220-1627732-1628969-1630560-,S. Dinwiddie - R. O'Neale - B. Simmons - M. Bridges - C. Thomas,4.0,-11.1,88.9,100.0,113.53,very_low,poor,very_fast
2023-24,1610612751,-203915-1626220-1628372-1629022-1629651-,S. Dinwiddie - R. O'Neale - D. Smith Jr. - L. Walker IV - N. Claxton,4.0,-16.7,133.3,150.0,101.58,very_low,poor,fast
2023-24,1610612742,-203501-203552-1629029-1629684-1641765-,T. Hardaway Jr. - S. Curry - L. Doncic - G. Williams - O. Prosper,4.0,28.6,171.4,142.9,83.65,very_low,elite,slow
2023-24,1610612761,-201152-202066-1628449-1629667-1630201-,T. Young - G. Temple - C. Boucher - J. McDaniels - M. Flynn,4.0,61.1,111.1,50.0,101.58,very_low,elite,fast
2023-24,1610612752,-201959-203095-1628404-1628973-1628978-,T. Gibson - E. Fournier - J. Hart - J. Brunson - D. DiVincenzo,4.0,-100.0,44.4,144.4,107.6,very_low,,very_fast
2023-24,1610612758,-201580-1630537-1630556-1630558-1641732-,J. McGee - C. Duarte - K. Edwards - D. Mitchell - C. Jones,4.0,47.2,122.2,75.0,101.66,very_low,elite,fast
2023-24,1610612741,-201942-1627936-1629632-1629750-1631207-,D. DeRozan - A. Caruso - C. White - J. Green - D. Terry,4.0,27.3,100.0,72.7,125.74,very_low,elite,very_fast
2023-24,1610612765,-202711-203925-1630164-1630165-1631093-,B. Bogdanovic - J. Harris - J. Wiseman - K. Hayes - J. Ivey,4.0,92.9,150.0,57.1,90.0,very_low,elite,slow
2023-24,1610612749,-201572-203507-1626171-1627736-1631260-,B. Lopez - G. Antetokounmpo - B. Portis - M. Beasley - A. Green,4.0,-71.4,85.7,157.1,84.0,very_low,poor,slow
2023-24,1610612759,-1626224-1628380-1630170-1630200-1630572-,C. Osman - Z. Collins - D. Vassell - T. Jones - S. Mamukelashvili,4.0,-68.3,88.9,157.1,96.0,very_low,poor,average
2023-24,1610612747,-1626174-1641720-1641721-1641788-1641793-,C. Wood - J. Hood-Schifino - M. Lewis - A. Fudge - D. Hodge,4.0,-38.2,81.8,120.0,126.0,very_low,poor,very_fast
2023-24,1610612742,-203939-203957-1630182-1630639-1630702-,D. Powell - D. Exum - J. Green - A. Lawson - J. Hardy,4.0,-47.2,77.8,125.0,102.0,very_low,poor,fast
2023-24,1610612748,-1626153-1626179-1628418-1629130-1629312-,D. Wright - T. Rozier - T. Bryant - D. Robinson - H. Highsmith,4.0,147.2,225.0,77.8,102.0,very_low,,fast
2023-24,1610612765,-203095-1630164-1630595-1631323-1641709-,E. Fournier - J. Wiseman - C. Cunningham - S. Fontecchio - A. Thompson,4.0,50.0,150.0,100.0,114.0,very_low,elite,very_fast
2023-24,1610612756,-201569-203078-1628966-1629006-1629626-,E. Gordon - B. Beal - K. Bates-Diop - J. Okogie - B. Bol,4.0,33.3,133.3,100.0,78.0,very_low,elite,slow
2023-24,1610612760,-1630581-1631096-1631114-1631119-1641717-,J. Giddey - C. Holmgren - J. Williams - J. Williams - C. Wallace,4.0,66.7,66.7,0.0,108.0,very_low,elite,very_fast
2023-24,1610612745,-201145-1628415-1630224-1630578-1641708-,J. Green - D. Brooks - J. Green - A. Sengun - A. Thompson,4.0,-77.5,62.5,140.0,108.0,very_low,poor,very_fast
2023-24,1610612746,-201935-1626181-1627826-1629611-1641738-,J. Harden - N. Powell - I. Zubac - T. Mann - K. Brown,4.0,-58.3,66.7,125.0,102.0,very_low,poor,fast
2023-24,1610612763,-1628991-1629117-1629723-1630217-1631222-,J. Jackson Jr. - W. Gabriel - J. Konchar - D. Bane - J. LaRavia,4.0,-44.4,122.2,166.7,108.0,very_low,poor,very_fast
2023-24,1610612761,-1627751-1628449-1630201-1630567-1641711-,J. Poeltl - C. Boucher - M. Flynn - S. Barnes - G. Dick,4.0,-42.9,157.1,200.0,90.0,very_low,poor,slow
2023-24,1610612751,-1628966-1630549-1630553-1630570-1630592-,K. Bates-Diop - D. Sharpe - K. Johnson - T. Watford - J. Wilson,4.0,-42.9,157.1,200.0,90.0,very_low,poor,slow
2023-24,1610612762,-1627739-1628374-1629012-1630534-1631117-,K. Dunn - L. Markkanen - C. Sexton - O. Agbaji - W. Kessler,4.0,0.0,125.0,125.0,96.0,very_low,average,average
2023-24,1610612742,-202681-203501-203939-1629023-1630702-,K. Irving - T. Hardaway Jr. - D. Powell - P. Washington - J. Hardy,4.0,-40.0,80.0,120.0,120.0,very_low,poor,very_fast
2023-24,1610612762,-203482-203903-1628374-1629012-1631117-,K. Olynyk - J. Clarkson - L. Markkanen - C. Sexton - W. Kessler,4.0,0.9,90.9,90.0,126.0,very_low,average,very_fast
