season,team_id,group_id,group_name,min,net_rating,off_rating,def_rating,pace,minutes_bucket,net_rating_bucket,pace_bucket
2023-24,1610612745,-201145-203493-1628988-1631095-1631106-,J. Green - R. Bullock Jr. - A. Holiday - J. Smith Jr. - T. Eason,3.0,66.7,216.7,150.0,97.08,very_low,elite,average
2023-24,1610612763,-1629723-1630217-1630583-1631246-1631254-,J. Konchar - D. Bane - S. Aldama - V. Williams Jr. - K. Lofton Jr.,3.0,45.8,133.3,87.5,113.26,very_low,elite,very_fast
2023-24,1610612765,-1630165-1630587-1631093-1631105-1641709-,K. Hayes - I. Livers - J. Ivey - J. Duren - A. Thompson,3.0,-23.8,133.3,157.1,105.17,very_low,poor,very_fast
2023-24,1610612738,-1628436-1629052-1630202-1630214-1630573-,L. Kornet - O. Brissett - P. Pritchard - X. Tillman - S. Hauser,3.0,-35.7,50.0,85.7,105.17,very_low,poor,very_fast
2023-24,1610612763,-1630205-1630285-1631222-1641713-1641970-,L. Stevens - Z. Simpson - J. LaRavia - G. Jackson - M. Pereira,3.0,183.3,216.7,33.3,97.08,very_low,,average
2023-24,1610612750,-201144-203937-1628420-1630162-1630183-,M. Conley - K. Anderson - M. Morris - A. Edwards - J. McDaniels,3.0,-80.0,120.0,200.0,72.81,very_low,poor,slow
2023-24,1610612754,-1626167-1627741-1630167-1630169-1641767-,M. Turner - B. Hield - O. Toppin - T. Haliburton - B. Sheppard,3.0,-42.9,142.9,185.7,113.26,very_low,poor,very_fast
2023-24,1610612741,-202696-1627936-1630245-1631207-1641931-,N. Vucevic - A. Caruso - A. Dosunmu - D. Terry - O. Bitim,3.0,-128.6,42.9,171.4,113.26,very_low,,very_fast
2023-24,1610612741,-202696-1629632-1629750-1630245-1631207-,N. Vucevic - C. White - J. Green - A. Dosunmu - D. Terry,3.0,23.3,140.0,116.7,88.99,very_low,elite,slow
2023-24,1610612755,-201976-202694-202699-1626162-1628964-,P. Beverley - M. Morris Sr. - T. Harris - K. Oubre Jr. - M. Bamba,3.0,78.6,150.0,71.4,105.17,very_low,elite,very_fast
2023-24,1610612737,-201988-203991-203992-1629027-1630168-,P. Mills - C. Capela - B. Bogdanovic - T. Young - O. Okongwu,3.0,-33.3,166.7,200.0,97.08,very_low,poor,average
2023-24,1610612742,-203552-203957-1626158-1630182-1630702-,S. Curry - D. Exum - R. Holmes - J. Green - J. Hardy,3.0,12.5,100.0,87.5,129.44,very_low,good,very_fast
2023-24,1610612751,-203915-1626220-1627827-1630549-1630592-,S. Dinwiddie - R. O'Neale - D. Finney-Smith - D. Sharpe - J. Wilson,3.0,28.6,128.6,100.0,105.17,very_low,elite,very_fast
2023-24,1610612738,-1629004-1629052-1629674-1630202-1630625-,S. Mykhailiuk - O. Brissett - N. Queta - P. Pritchard - D. Banton,3.0,33.3,150.0,116.7,97.08,very_low,elite,average
2023-24,1610612756,-201152-1629626-1629642-1630688-1631223-,T. Young - B. Bol - N. Little - I. Wainright - D. Roddy,3.0,35.7,85.7,50.0,105.17,very_low,elite,very_fast
2023-24,1610612756,-1626164-1629139-1629234-1629642-1630692-,D. Booker - Y. Watanabe - D. Eubanks - N. Little - J. Goodwin,3.0,73.3,133.3,60.0,89.09,very_low,elite,slow
2023-24,1610612745,-201145-1627832-1628988-1630224-1631095-,J. Green - F. VanVleet - A. Holiday - J. Green - J. Smith Jr.,3.0,-35.7,50.0,85.7,121.55,very_low,poor,very_fast
2023-24,1610612763,-1628991-1630214-1630583-1631367-1641713-,J. Jackson Jr. - X. Tillman - S. Aldama - J. Gilyard - G. Jackson,3.0,16.7,66.7,50.0,97.24,very_low,elite,average
2023-24,1610612743,-202704-203484-203932-1629008-1631212-,R. Jackson - K. Caldwell-Pope - A. Gordon - M. Porter Jr. - P. Watson,3.0,100.0,175.0,75.0,129.73,very_low,elite,very_fast
2023-24,1610612743,-203200-203932-203999-1631128-1631212-,J. Holiday - A. Gordon - N. Jokic - C. Braun - P. Watson,3.0,26.8,114.3,87.5,121.69,very_low,elite,very_fast
2023-24,1610612764,-1629673-1630166-1630215-1630557-1630647-,J. Poole - D. Avdija - J. Butler - C. Kispert - E. Omoruyi,3.0,-12.5,87.5,100.0,113.58,very_low,poor,very_fast
2023-24,1610612746,-201566-202331-202695-1626181-1630538-,R. Westbrook - P. George - K. Leonard - N. Powell - B. Hyland,3.0,50.0,150.0,100.0,97.35,very_low,elite,average
2023-24,1610612764,-1626145-1629655-1629673-1630557-1641731-,T. Jones - D. Gafford - J. Poole - C. Kispert - B. Coulibaly,3.0,42.9,100.0,57.1,113.58,very_low,elite,very_fast
2023-24,1610612747,-203076-203915-1626156-1629629-1631108-,A. Davis - S. Dinwiddie - D. Russell - C. Reddish - M. Christie,3.0,50.0,116.7,66.7,97.41,very_low,elite,average
2023-24,1610612753,-204060-1628976-1629643-1630591-1631094-,J. Ingles - W. Carter Jr. - C. Okeke - J. Suggs - P. Banchero,3.0,53.3,133.3,80.0,89.29,very_low,elite,slow
2023-24,1610612739,-1627777-1628378-1629622-1629636-1629731-,G. Niang - D. Mitchell - M. Strus - D. Garland - D. Wade,3.0,57.1,128.6,71.4,113.71,very_low,elite,very_fast
2023-24,1610612759,-1626224-1629640-1630170-1631110-1631230-,C. Osman - K. Johnson - D. Vassell - J. Sochan - D. Barlow,3.0,33.3,133.3,100.0,105.64,very_low,elite,very_fast
2023-24,1610612755,-201587-201976-202694-203496-203954-,N. Batum - P. Beverley - M. Morris Sr. - R. Covington - J. Embiid,3.0,-133.3,33.3,166.7,97.57,very_low,,average
2023-24,1610612754,-1629614-1630167-1630174-1630188-1641767-,A. Nembhard - O. Toppin - A. Nesmith - J. Smith - B. Sheppard,3.0,-23.6,88.9,112.5,138.31,very_low,poor,very_fast
2023-24,1610612754,-1627741-1629670-1630543-1641716-1641767-,B. Hield - J. Nwora - I. Jackson - J. Walker - B. Sheppard,3.0,-14.3,142.9,157.1,113.9,very_low,poor,very_fast
2023-24,1610612765,-1629002-1629669-1630164-1631197-1631204-,C. Metu - J. Nowell - J. Wiseman - J. Rhoden - M. Sasser,3.0,-66.7,66.7,133.3,97.63,very_low,poor,average
2023-24,1610612744,-203967-1629010-1630611-1631218-1631311-,D. Saric - J. Robinson - G. Santos - T. Jackson-Davis - L. Quinones,3.0,62.5,62.5,0.0,130.17,very_low,elite,very_fast
2023-24,1610612765,-203095-203488-1631204-1631323-1641709-,E. Fournier - M. Muscala - M. Sasser - S. Fontecchio - A. Thompson,3.0,78.6,128.6,50.0,122.03,very_low,elite,very_fast
2023-24,1610612739,-1627777-1628378-1628386-1630171-1641854-,G. Niang - D. Mitchell - J. Allen - I. Okoro - C. Porter Jr.,3.0,-107.1,50.0,157.1,105.76,very_low,,very_fast
2023-24,1610612765,-1630191-1630595-1630649-1631105-1631323-,I. Stewart - C. Cunningham - S. Umude - J. Duren - S. Fontecchio,3.0,-28.6,100.0,128.6,105.76,very_low,poor,very_fast
2023-24,1610612762,-203903-1628374-1629012-1630534-1631323-,J. Clarkson - L. Markkanen - C. Sexton - O. Agbaji - S. Fontecchio,3.0,51.4,171.4,120.0,97.63,very_low,elite,average
2023-24,1610612762,-203903-1628374-1628381-1629659-1631323-,J. Clarkson - L. Markkanen - J. Collins - T. Horton-Tucker - S. Fontecchio,3.0,28.6,28.6,0.0,105.76,very_low,elite,very_fast
2023-24,1610612762,-203903-1628374-1629659-1630534-1641718-,J. Clarkson - L. Markkanen - T. Horton-Tucker - O. Agbaji - K. George,3.0,80.0,200.0,120.0,81.36,very_low,elite,slow
2023-24,1610612757,-203924-1631101-1631133-1641739-1641871-,J. Grant - S. Sharpe - J. Walker - T. Camara - D. Reath,3.0,-33.3,83.3,116.7,97.63,very_low,poor,average
2023-24,1610612745,-201145-1628988-1630224-1641708-1641715-,J. Green - A. Holiday - J. Green - A. Thompson - C. Whitmore,3.0,14.3,85.7,71.4,113.9,very_low,good,very_fast
2023-24,1610612745,-201145-1627832-1629111-1630224-1630256-,J. Green - F. VanVleet - J. Landale - J. Green - J. Tate,3.0,-157.1,0.0,157.1,105.76,very_low,,very_fast
2023-24,1610612745,-201145-1627832-1629111-1630256-1631095-,J. Green - F. VanVleet - J. Landale - J. Tate - J. Smith Jr.,3.0,0.0,100.0,100.0,97.63,very_low,average,average
2023-24,1610612763,-1629723-1630590-1630692-1631222-1641998-,J. Konchar - S. Pippen Jr. - J. Goodwin - J. LaRavia - T. Jemison,3.0,-16.7,83.3,100.0,105.76,very_low,poor,very_fast
2023-24,1610612758,-201580-1628370-1630537-1631099-1641732-,J. McGee - M. Monk - C. Duarte - K. Murray - C. Jones,3.0,0.0,100.0,100.0,97.63,very_low,average,average
2023-24,1610612745,-1630256-1630578-1631095-1641708-1641715-,J. Tate - A. Sengun - J. Smith Jr. - A. Thompson - C. Whitmore,3.0,-104.8,28.6,133.3,105.76,very_low,,very_fast
2023-24,1610612765,-1630164-1630165-1630595-1631204-1641709-,J. Wiseman - K. Hayes - C. Cunningham - M. Sasser - A. Thompson,3.0,-116.7,33.3,150.0,97.63,very_low,,average
2023-24,1610612756,-201142-201569-1626220-1628960-1629006-,K. Durant - E. Gordon - R. O'Neale - G. Allen - J. Okogie,3.0,33.3,100.0,66.7,97.63,very_low,elite,average
2023-24,1610612756,-201142-1629006-1629234-1630240-1631223-,K. Durant - J. Okogie - D. Eubanks - S. Lee - D. Roddy,3.0,-78.6,50.0,128.6,122.03,very_low,poor,very_fast
2023-24,1610612749,-203114-203507-1626171-1630699-1631260-,K. Middleton - G. Antetokounmpo - B. Portis - M. Beauchamp - A. Green,3.0,-33.3,66.7,100.0,113.9,very_low,poor,very_fast
2023-24,1610612747,-2544-203076-1626174-1629020-1630559-,L. James - A. Davis - C. Wood - J. Vanderbilt - A. Reaves,3.0,-83.3,133.3,216.7,97.63,very_low,poor,average
2023-24,1610612763,-1628379-1628991-1631223-1631246-1641713-,L. Kennard - J. Jackson Jr. - D. Roddy - V. Williams Jr. - G. Jackson,3.0,-50.0,66.7,116.7,97.63,very_low,poor,average
2023-24,1610612762,-1628374-1629012-1630209-1630548-1641729-,L. Markkanen - C. Sexton - O. Yurtseven - J. Juzang - B. Sensabaugh,3.0,-23.3,116.7,140.0,89.49,very_low,poor,slow
2023-24,1610612740,-1626204-1630230-1630526-1630529-1630631-,L. Nance Jr. - N. Marshall - J. Robinson-Earl - H. Jones - J. Alvarado,3.0,54.3,140.0,85.7,97.63,very_low,elite,average
2023-24,1610612751,-1628969-1629661-1630560-1630570-1641730-,M. Bridges - C. Johnson - C. Thomas - T. Watford - N. Clowney,3.0,70.8,183.3,112.5,113.9,very_low,elite,very_fast
2023-24,1610612742,-202693-1630314-1630639-1641765-1641788-,M. Morris - B. Williams - A. Lawson - O. Prosper - A. Fudge,3.0,-91.7,25.0,116.7,113.9,very_low,poor,very_fast
2023-24,1610612739,-202694-1627777-1628378-1630241-1630596-,M. Morris Sr. - G. Niang - D. Mitchell - S. Merrill - E. Mobley,3.0,-40.0,100.0,140.0,89.49,very_low,poor,slow
2023-24,1610612740,-1630230-1630526-1630529-1630530-1630631-,N. Marshall - J. Robinson-Earl - H. Jones - T. Murphy III - J. Alvarado,3.0,-13.3,120.0,133.3,89.49,very_low,poor,slow
2023-24,1610612743,-202704-203200-203484-1629008-1631212-,R. Jackson - J. Holiday - K. Caldwell-Pope - M. Porter Jr. - P. Watson,3.0,71.4,157.1,85.7,113.9,very_low,elite,very_fast
2023-24,1610612746,-201566-201935-202331-1626181-1630527-,R. Westbrook - J. Harden - P. George - N. Powell - B. Boston Jr.,3.0,-78.6,71.4,150.0,105.76,very_low,poor,very_fast
2023-24,1610612751,-203915-1626220-1628969-1629651-1630570-,S. Dinwiddie - R. O'Neale - M. Bridges - N. Claxton - T. Watford,3.0,14.3,100.0,85.7,122.03,very_low,good,very_fast
2023-24,1610612760,-1628983-1629026-1631119-1631172-1641717-,S. Gilgeous-Alexander - K. Williams - J. Williams - O. Dieng - C. Wallace,3.0,93.3,233.3,140.0,89.49,very_low,elite,slow
2023-24,1610612746,-202695-1626181-1627826-1629599-1630527-,K. Leonard - N. Powell - I. Zubac - A. Coffey - B. Boston Jr.,2.9,50.0,133.3,83.3,97.74,very_low,elite,average
2023-24,1610612745,-201145-1627832-1628415-1630256-1631106-,J. Green - F. VanVleet - D. Brooks - J. Tate - T. Eason,2.9,-16.7,133.3,150.0,97.79,very_low,poor,average
2023-24,1610612755,-201976-203496-203954-1627788-1627863-,P. Beverley - R. Covington - J. Embiid - F. Korkmaz - D. House Jr.,2.9,-21.4,50.0,71.4,105.94,very_low,poor,very_fast
2023-24,1610612763,-1628379-1628991-1631246-1631367-1641713-,L. Kennard - J. Jackson Jr. - V. Williams Jr. - J. Gilyard - G. Jackson,2.9,-25.0,75.0,100.0,138.62,very_low,poor,very_fast
2023-24,1610612755,-201976-202699-1630178-1630231-1630531-,P. Beverley - T. Harris - T. Maxey - K. Martin - J. Springer,2.9,-85.7,57.1,142.9,114.16,very_low,poor,very_fast
2023-24,1610612764,-1629673-1630166-1630264-1630551-1631098-,J. Poole - D. Avdija - A. Gill - J. Champagnie - J. Davis,2.9,13.3,133.3,120.0,89.75,very_low,good,slow
2023-24,1610612747,-203076-203915-1627752-1629637-1630559-,A. Davis - S. Dinwiddie - T. Prince - J. Hayes - A. Reaves,2.9,-32.9,57.1,90.0,138.93,very_low,poor,very_fast
2023-24,1610612765,-202692-203925-1630164-1631093-1631204-,A. Burks - J. Harris - J. Wiseman - J. Ivey - M. Sasser,2.9,-25.0,125.0,150.0,130.91,very_low,poor,very_fast
2023-24,1610612738,-201143-201950-1630202-1630573-1630625-,A. Horford - J. Holiday - P. Pritchard - S. Hauser - D. Banton,2.9,83.3,116.7,33.3,98.18,very_low,elite,average
2023-24,1610612763,-202687-1628379-1630217-1630533-1630583-,B. Biyombo - L. Kennard - D. Bane - Z. Williams - S. Aldama,2.9,16.7,100.0,83.3,106.36,very_low,elite,very_fast
2023-24,1610612749,-201572-201976-1626171-1626192-1631260-,B. Lopez - P. Beverley - B. Portis - P. Connaughton - A. Green,2.9,37.5,100.0,62.5,122.73,very_low,elite,very_fast
2023-24,1610612759,-1626224-1628380-1630200-1630577-1641705-,C. Osman - Z. Collins - T. Jones - J. Champagnie - V. Wembanyama,2.9,-4.8,66.7,71.4,106.36,very_low,average,very_fast
2023-24,1610612762,-1629012-1630548-1631117-1641707-1641718-,C. Sexton - J. Juzang - W. Kessler - T. Hendricks - K. George,2.9,-121.4,28.6,150.0,122.73,very_low,,very_fast
2023-24,1610612751,-203471-1628969-1629022-1629661-1641730-,D. Schroder - M. Bridges - L. Walker IV - C. Johnson - N. Clowney,2.9,66.7,100.0,33.3,98.18,very_low,elite,average
2023-24,1610612751,-1628372-1628969-1630553-1630570-1641730-,D. Smith Jr. - M. Bridges - K. Johnson - T. Watford - N. Clowney,2.9,-120.0,80.0,200.0,81.82,very_low,,slow
2023-24,1610612759,-1630170-1630200-1631104-1631110-1641705-,D. Vassell - T. Jones - B. Wesley - J. Sochan - V. Wembanyama,2.9,-26.2,57.1,83.3,106.36,very_low,poor,very_fast
2023-24,1610612758,-203084-203458-1628368-1628370-1628426-,H. Barnes - A. Len - D. Fox - M. Monk - A. Vezenkov,2.9,-85.7,42.9,128.6,114.55,very_low,poor,very_fast
2023-24,1610612766,-202397-1628970-1629023-1630208-1641733-,I. Smith - M. Bridges - P. Washington - N. Richards - N. Smith Jr.,2.9,25.0,100.0,75.0,106.36,very_low,elite,very_fast
2023-24,1610612757,-203924-1629680-1631101-1631133-1631200-,J. Grant - M. Thybulle - S. Sharpe - J. Walker - K. Murray,2.9,20.0,180.0,160.0,81.82,very_low,elite,slow
2023-24,1610612753,-204060-1628371-1630175-1630243-1631094-,J. Ingles - J. Isaac - C. Anthony - T. Queen - P. Banchero,2.9,-116.7,83.3,200.0,98.18,very_low,,average
2023-24,1610612756,-203994-1626164-1628960-1629002-1629006-,J. Nurkic - D. Booker - G. Allen - C. Metu - J. Okogie,2.9,-21.4,128.6,150.0,106.36,very_low,poor,very_fast
2023-24,1610612742,-202681-1627884-1629684-1630702-1641726-,K. Irving - D. Jones Jr. - G. Williams - J. Hardy - D. Lively II,2.9,-150.0,25.0,175.0,130.91,very_low,,very_fast
2023-24,1610612764,-1628398-1628963-1629673-1630557-1631098-,K. Kuzma - M. Bagley III - J. Poole - C. Kispert - J. Davis,2.9,33.3,100.0,66.7,98.18,very_low,elite,average
2023-24,1610612760,-1629026-1629652-1631096-1631114-1641717-,K. Williams - L. Dort - C. Holmgren - J. Williams - C. Wallace,2.9,100.0,183.3,83.3,98.18,very_low,elite,average
2023-24,1610612747,-2544-1626156-1626174-1629637-1630559-,L. James - D. Russell - C. Wood - J. Hayes - A. Reaves,2.9,-16.7,100.0,116.7,90.0,very_low,poor,slow
2023-24,1610612747,-2544-1626156-1626174-1629060-1629629-,L. James - D. Russell - C. Wood - R. Hachimura - C. Reddish,2.9,71.4,100.0,28.6,106.36,very_low,elite,very_fast
2023-24,1610612763,-1628379-1630533-1630583-1631223-1641713-,L. Kennard - Z. Williams - S. Aldama - D. Roddy - G. Jackson,2.9,-110.0,40.0,150.0,90.0,very_low,,slow
2023-24,1610612765,-1628963-1630165-1630191-1630649-1631204-,M. Bagley III - K. Hayes - I. Stewart - S. Umude - M. Sasser,2.9,16.7,116.7,100.0,90.0,very_low,elite,slow
2023-24,1610612755,-202694-203496-203954-1629001-1630178-,M. Morris Sr. - R. Covington - J. Embiid - D. Melton - T. Maxey,2.9,-80.0,140.0,220.0,81.82,very_low,poor,slow
2023-24,1610612748,-201988-1626153-1628389-1628997-1629312-,P. Mills - D. Wright - B. Adebayo - C. Martin - H. Highsmith,2.9,20.0,120.0,100.0,90.0,very_low,elite,slow
2023-24,1610612746,-200782-202331-1626181-1628464-1629599-,P. Tucker - P. George - N. Powell - D. Theis - A. Coffey,2.9,-76.2,57.1,133.3,106.36,very_low,poor,very_fast
2023-24,1610612757,-1630219-1630641-1630688-1631200-1641739-,S. Mays - I. Badji - I. Wainright - K. Murray - T. Camara,2.9,-71.4,14.3,85.7,114.55,very_low,poor,very_fast
2023-24,1610612742,-203501-203552-203939-1629684-1630182-,T. Hardaway Jr. - S. Curry - D. Powell - G. Williams - J. Green,2.9,-60.7,25.0,85.7,122.73,very_low,poor,very_fast
2023-24,1610612762,-1629659-1629677-1630209-1630548-1641729-,T. Horton-Tucker - L. Samanic - O. Yurtseven - J. Juzang - B. Sensabaugh,2.9,-56.7,60.0,116.7,90.0,very_low,poor,slow
2023-24,1610612766,-1626179-1628970-1629023-1630550-1631121-,T. Rozier - M. Bridges - P. Washington - J. Thor - B. McGowens,2.9,100.0,160.0,60.0,81.82,very_low,elite,slow
2023-24,1610612759,-1628380-1628984-1630200-1630572-1630577-,Z. Collins - D. Graham - T. Jones - S. Mamukelashvili - J. Champagnie,2.9,130.0,150.0,20.0,90.0,very_low,,slow
2023-24,1610612741,-201942-203083-1627936-1631207-1641763-,D. DeRozan - A. Drummond - A. Caruso - D. Terry - J. Phillips,2.9,0.0,100.0,100.0,106.48,very_low,average,very_fast
2023-24,1610612765,-203925-1630165-1630595-1631105-1641709-,J. Harris - K. Hayes - C. Cunningham - J. Duren - A. Thompson,2.9,-62.5,100.0,162.5,114.68,very_low,poor,very_fast
2023-24,1610612755,-201587-201976-203496-203954-1627788-,N. Batum - P. Beverley - R. Covington - J. Embiid - F. Korkmaz,2.9,-53.3,80.0,133.3,90.21,very_low,poor,slow
2023-24,1610612765,-202692-1630165-1630191-1630587-1641709-,A. Burks - K. Hayes - I. Stewart - I. Livers - A. Thompson,2.9,-98.2,14.3,112.5,123.22,very_low,poor,very_fast
2023-24,1610612746,-1629599-1629611-1630527-1631217-1641738-,A. Coffey - T. Mann - B. Boston Jr. - M. Diabate - K. Brown,2.9,-73.3,66.7,140.0,90.51,very_low,poor,slow
2023-24,1610612763,-202687-1628379-1629630-1630533-1630583-,B. Biyombo - L. Kennard - J. Morant - Z. Williams - S. Aldama,2.9,78.6,150.0,71.4,106.97,very_low,elite,very_fast
2023-24,1610612740,-203468-1629627-1630530-1630700-1641722-,C. McCollum - Z. Williamson - T. Murphy III - D. Daniels - J. Hawkins,2.9,-25.0,125.0,150.0,131.66,very_low,poor,very_fast
2023-24,1610612744,-101108-201939-203967-1627780-1630541-,C. Paul - S. Curry - D. Saric - G. Payton II - M. Moody,2.9,100.0,150.0,50.0,131.66,very_low,elite,very_fast
2023-24,1610612742,-203957-1627884-1628467-1629029-1641726-,D. Exum - D. Jones Jr. - M. Kleber - L. Doncic - D. Lively II,2.9,90.0,140.0,50.0,90.51,very_low,elite,slow
2023-24,1610612764,-201568-203488-1629673-1630166-1630557-,D. Gallinari - M. Muscala - J. Poole - D. Avdija - C. Kispert,2.9,4.8,171.4,166.7,106.97,very_low,average,very_fast
2023-24,1610612743,-201599-202704-1627750-1629008-1631128-,D. Jordan - R. Jackson - J. Murray - M. Porter Jr. - C. Braun,2.9,-133.3,83.3,216.7,98.74,very_low,,average
2023-24,1610612759,-203926-1630170-1630577-1631110-1641705-,D. McDermott - D. Vassell - J. Champagnie - J. Sochan - V. Wembanyama,2.9,16.7,133.3,116.7,98.74,very_low,elite,average
2023-24,1610612751,-203471-1628969-1630549-1630560-1641730-,D. Schroder - M. Bridges - D. Sharpe - C. Thomas - N. Clowney,2.9,28.6,114.3,85.7,115.2,very_low,elite,very_fast
2023-24,1610612745,-1627832-1628415-1628988-1630256-1631095-,F. VanVleet - D. Brooks - A. Holiday - J. Tate - J. Smith Jr.,2.9,119.0,233.3,114.3,106.97,very_low,,very_fast
2023-24,1610612760,-202330-1629026-1630198-1630598-1631119-,G. Hayward - K. Williams - I. Joe - A. Wiggins - J. Williams,2.9,16.1,87.5,71.4,123.43,very_low,elite,very_fast
2023-24,1610612766,-202330-1629023-1630163-1630550-1641706-,G. Hayward - P. Washington - L. Ball - J. Thor - B. Miller,2.9,-14.3,128.6,142.9,115.2,very_low,poor,very_fast
2023-24,1610612758,-203084-1627734-1628989-1630558-1631165-,H. Barnes - D. Sabonis - K. Huerter - D. Mitchell - K. Ellis,2.9,20.0,100.0,80.0,90.51,very_low,elite,slow
2023-24,1610612745,-201145-1628988-1630224-1630578-1631095-,J. Green - A. Holiday - J. Green - A. Sengun - J. Smith Jr.,2.9,-100.0,83.3,183.3,98.74,very_low,,average
2023-24,1610612763,-1628991-1630217-1630610-1631222-1641998-,J. Jackson Jr. - D. Bane - D. Jarreau - J. LaRavia - T. Jemison,2.9,0.0,66.7,66.7,98.74,very_low,average,average
2023-24,1610612763,-1628991-1629669-1629723-1630533-1630583-,J. Jackson Jr. - J. Nowell - J. Konchar - Z. Williams - S. Aldama,2.9,-42.9,42.9,85.7,115.2,very_low,poor,very_fast
2023-24,1610612740,-202685-1627742-1630346-1630700-1631220-,J. Valanciunas - B. Ingram - M. Ryan - D. Daniels - D. Seabron,2.9,0.0,100.0,100.0,106.97,very_low,average,very_fast
2023-24,1610612756,-201142-203994-1626220-1628960-1631223-,K. Durant - J. Nurkic - R. O'Neale - G. Allen - D. Roddy,2.9,-33.3,66.7,100.0,90.51,very_low,poor,slow
2023-24,1610612744,-202691-203110-203952-1627780-1641764-,K. Thompson - D. Green - A. Wiggins - G. Payton II - B. Podziemski,2.9,-57.1,42.9,100.0,115.2,very_low,poor,very_fast
2023-24,1610612747,-2544-1626156-1627752-1629020-1629060-,L. James - D. Russell - T. Prince - J. Vanderbilt - R. Hachimura,2.9,3.3,83.3,80.0,90.51,very_low,average,slow
2023-24,1610612763,-1628379-1628991-1629630-1630214-1630533-,L. Kennard - J. Jackson Jr. - J. Morant - X. Tillman - Z. Williams,2.9,-46.7,133.3,180.0,90.51,very_low,poor,slow
2023-24,1610612764,-1628963-1629673-1630166-1630551-1631098-,M. Bagley III - J. Poole - D. Avdija - J. Champagnie - J. Davis,2.9,-42.9,57.1,100.0,115.2,very_low,poor,very_fast
2023-24,1610612757,-1627763-1629650-1629680-1630219-1630688-,M. Brogdon - M. Brown - M. Thybulle - S. Mays - I. Wainright,2.9,-16.7,50.0,66.7,115.2,very_low,poor,very_fast
2023-24,1610612763,-203935-1628379-1628991-1630583-1631223-,M. Smart - L. Kennard - J. Jackson Jr. - S. Aldama - D. Roddy,2.9,-23.8,33.3,57.1,106.97,very_low,poor,very_fast
2023-24,1610612755,-201587-201976-203954-1630231-1630531-,N. Batum - P. Beverley - J. Embiid - K. Martin - J. Springer,2.9,57.1,142.9,85.7,115.2,very_low,elite,very_fast
2023-24,1610612746,-1626181-1629599-1631217-1641738-1641757-,N. Powell - A. Coffey - M. Diabate - K. Brown - J. Miller,2.9,33.3,183.3,150.0,98.74,very_low,elite,average
2023-24,1610612764,-1626158-1629013-1629673-1630166-1630557-,R. Holmes - L. Shamet - J. Poole - D. Avdija - C. Kispert,2.9,85.7,200.0,114.3,115.2,very_low,elite,very_fast
2023-24,1610612764,-1626158-1629013-1629673-1630215-1630647-,R. Holmes - L. Shamet - J. Poole - J. Butler - E. Omoruyi,2.9,-28.6,114.3,142.9,115.2,very_low,poor,very_fast
2023-24,1610612746,-201566-201935-202695-1626181-1631217-,R. Westbrook - J. Harden - K. Leonard - N. Powell - M. Diabate,2.9,-100.0,116.7,216.7,98.74,very_low,,average
2023-24,1610612760,-1628983-1629652-1630198-1630581-1630846-,S. Gilgeous-Alexander - L. Dort - I. Joe - J. Giddey - O. Sarr,2.9,-33.3,66.7,100.0,90.51,very_low,poor,slow
2023-24,1610612737,-202083-1627749-1629726-1630168-1630180-,W. Matthews - D. Murray - G. Mathews - O. Okongwu - S. Bey,2.9,-31.0,83.3,114.3,106.97,very_low,poor,very_fast
2023-24,1610612761,-1628971-1629007-1629667-1631241-1641711-,B. Brown - J. Porter - J. McDaniels - J. Freeman-Liberty - G. Dick,2.9,11.9,83.3,71.4,107.16,very_low,good,very_fast
2023-24,1610612758,-1626168-1627734-1630558-1631165-1641732-,T. Lyles - D. Sabonis - D. Mitchell - K. Ellis - C. Jones,2.9,-83.3,33.3,116.7,98.97,very_low,poor,average
2023-24,1610612745,-201145-1627832-1628988-1630224-1631106-,J. Green - F. VanVleet - A. Holiday - J. Green - T. Eason,2.9,-188.1,28.6,216.7,107.34,very_low,,very_fast
2023-24,1610612765,-202692-1628963-1630595-1631093-1631204-,A. Burks - M. Bagley III - C. Cunningham - J. Ivey - M. Sasser,2.9,-50.0,100.0,150.0,132.19,very_low,poor,very_fast
2023-24,1610612752,-202711-1628973-1628978-1629011-1630540-,B. Bogdanovic - J. Brunson - D. DiVincenzo - M. Robinson - M. McBride,2.9,0.0,114.3,114.3,115.66,very_low,average,very_fast
2023-24,1610612765,-203095-1630595-1631093-1631105-1631323-,E. Fournier - C. Cunningham - J. Ivey - J. Duren - S. Fontecchio,2.9,-66.7,100.0,166.7,148.71,very_low,poor,very_fast
2023-24,1610612737,-203992-1629027-1630168-1630180-1630235-,B. Bogdanovic - T. Young - O. Okongwu - S. Bey - T. Forrest,2.9,57.1,142.9,85.7,115.86,very_low,elite,very_fast
2023-24,1610612754,-1627741-1630167-1630169-1641716-1641767-,B. Hield - O. Toppin - T. Haliburton - J. Walker - B. Sheppard,2.9,-42.2,80.0,122.2,157.24,very_low,poor,very_fast
2023-24,1610612761,-1628449-1629007-1629628-1630193-1630567-,C. Boucher - J. Porter - R. Barrett - I. Quickley - S. Barnes,2.9,0.0,200.0,200.0,74.48,very_low,average,slow
2023-24,1610612744,-202709-1629010-1630611-1631218-1631311-,C. Joseph - J. Robinson - G. Santos - T. Jackson-Davis - L. Quinones,2.9,26.7,66.7,40.0,91.03,very_low,elite,slow
